,text,trinary result
312,whats up. ----- ask fes to add u to his friends list.,1
313,How ya feelin Bob! Hope your not too hung over this morning.,1
314,you are welcome Renji ^_^,1
315,how goes it lady!!!!,1
316,at college lol how bout you?,1
317,whats up girrrllllllllll,1
318,Me and my dude smoke fat rocks all day if you got something to say about it ill shove a can of beans down your throat,-1
319,hey cuttiiee,1
320,whats up kenny?!?!? just saying hey!!,1
321,Getting rid of the kid this weekend I hear....you two behave yourselves! No crazy games of butt darts allowed.,-1
322,Not the mama! ----- not the mama!,1
323,hey how are you doing ...thanks for the add,1
324,hmmmmm what did you end up doing this weekend,1
325,"Wassup, lil bit. Stoppin by to show some love!",1
326,----- Pimp Your Profile! -----,1
327,"Now look whos trying to get into a frat. Its kind of weird, I mean just because some of us are in alpha beta twat doesn't mean that just anyone can get in...Maybe i'll put in a good word",-1
328,i miss you!,1
329,Hey girl!!! Thank you so much for the comment on my blog I posted. You need to join us for one of our girl nights at my house....we have lots of fun. Talk to ya soon.,1
330,hey girl im good been busy hope everyone is doing good,1
331,Hey chica! Whats been up with u! Get ready for camp on Monday!,1
332,WHAT A GOOBER,0
333,Hey. How have u been? I have not talk to u in sooo long. Call me some time.,1
334,hey you love the new pics how was Ibiza?,1
335,did derek buy that 4 wheeler yall went to go look at,0
336,"Hey, old roomie. ----- ----- How are you?! :) Do you still go to LA Fitness? I got hooked on the cycling class, but I go at 6:45 p.m. Tues/Thurs instead of at noon now.",1
337,k so i tried to put the pic of the cartoon saying il just pretend to hug you until you get here as a comment but you know im special and for some reason i couldnt get it to work. sorry but it was the thought that counts right? haha be good dont have too much cyber sex!,1
338,sure that would be nice ok what will we call it???respond plzz ok ttfn,1
339,happy new year,1
340,"i miss you too!! merry late x-mas! we deffinatley hafta hangout, i didnt know you were back in the area. call me or send me a message or sumthin.",1
341,I got peas on my head but don't call me peahead!,1
342,hey where i'm i at on this myspace,1
343,happy birthday tomorrow!!!!!! when i see u at work i'll tell u happy birthday again ok! lol ----- ----- ----- ? nell,1
344,"i am refusing 2 talk 2 you until you post some pix, mr. triathlon!! (JK...... congrats on the baby on the way!!!)",1
345,Tell Aiden that great Aunt Jen says I understood everything he said and I agree ;-),1
346,"sup cuz! nah not on this, all about facebook these days! ----- My mum being a Biiiiaaatch! thats why bullied.but goin uni soon, so not even bothered any more! Tell me whats happening in ur life then?x",-1
347,dam j thats a bad ass backround,-1
348,I want to put a vote down for ----- X Factor 1,1
349,"I miss you, fix it.",-1
350,"your crazy booooomer you didnt read its ( JESSICA MYSPACE) not mike. Mikey he got his own ""MYSPACE"" damn you left me two commetns and not one said jessica you crazy but ill forgive your crazy ass! So what have you been up too i see im in your top 12 but that might be becuz of MIKEY!!!! lmao j/k so hit me up ""JESSICA"" ok !",1
351,your neva on msn you dorkazoid. *smiles*,-1
352,Brandon! U never told me wat santa got u! Lol,1
353,hi loser jus adding more kommments ----- kk....ily :],-1
354,hi cousin how r u? did u still remember me? we stay in yur hauz before me and my brother and sister leah in clark air base remember.god bless u!!!!,1
355,"Thank you. Yeah it is crazy! You prob dont know this, but Zack and me have been very close the last 5 years. He came to visit me and asked me to marry him. So I said yes. He is my very best friend. We have been through it ALL! We are having a small ceremony here in Nashville during the Holidays, but we are going to have a wedding up north when he gets out of the Army. You gotta come! Dont quite have a date, but I will let you know. So What have YOU been up to love? Tell me about your life now...",-1
356,"The monster is excellent :) He was late too and was supposed to be induced, but we kind of helped him along. You know, the way you got him there is also a way to help him along, get it? That, and take some long walks. Like 2-3 miles at a time. But bring a cell phone! BTW, child birth, so not bad, just get the epidural :)",1
357,"Hello ----- Just wanted to let you know that we are having a get together on Saturday. We plan on cooking out, It is bring your own food and drinks and then later on in the evening we are having a fire. Let us know if you can make it.",0
358,"hello mate, thing are good thanks, good to see your still on the drums, and doing well I checked out your band they look good i'll have to check you out when your playing over this way, ----- been speaking to a few school mates on here should get some sort of reunion together.",1
359,Hey girlie Wats^ havent talked to you in forever--how r u and Brent and Owen doing? ttyl love ya tons,1
360,"yo, village! gotta git me some village!",1
361,hey sexy bum!! love u!!,1
362,"you definitly have a good chance, last i heard not a whole lot of people are even coming back next year.. youd be a good staff member too",1
363,Happy Birthday Mike. Don't forget to drink a beer for me.,1
364,I LIKE YOU AND YOUR SON,1
365,"Glad to hear that all is going well. The cutie, Logan, is my cousin Becky (Klinkenberg, Melissa's sister) that is her little boy. The pic is older...he is 3 now. You should be biased that your kids are beautiful....but coming from me, I much agree with you...they are beautiful. You are very fortunate to have such a great family.",1
366,"not really, i think a bit of socialising is in order so goin out tonight is defo on the cards! ----- still gonna have a quiet one? xx",1
367,"hiya what's up? i dont know if you remember me but im your cousin samantha bestfriend. well anyway, i love your page and the music is hot. ----- ----- $ladyrose$",1
368,Hey hunny! Havent seen you in a long time! Im having a jewelry party what is your address?,1
369,Hey man how you doin? its been a long time. well I am living in Brussels Belgium now I will be here three years and then I will be done with College. Took me long enough! ha ha well let me know how your doing and how your family is. later,1
370,"Hey Buddy!!! We miss you, hope you come home soon...",1
371,Its what Jamie and John Collins named me. I have no idea why.,0
372,hey!,1
373,"God, are you alive.",0
374,"Hey CUZ!! Just dropping by to say,""HI"""" Peace",1
375,"Ah thanks! ----- I look ok. Another 46 to go. Down 70 so far. ----- Happy Birthday, btw!",1
376,texas totally kicks ass ----- ha ----- its pretty fun i guess ----- love uuu,-1
377,haha hi daniel,1
378,hey whats good thought id come by and show you some love. so you better return the favor. It should be nice to have me the infamous AYE bless ya page!!!!!!!!!!!!!,1
379,"Carl, we are just lame. It's always mainly because I don't have credit, plus I'm lazy and work takes ALL my time away! It's an arse. ----- ----- Ah, you don't need uni, it's for losers ;o) Are you gonna go next year? My job is okay, just a tad boring and I hate working every day! ----- Nick was telling me that the new garden centre get Â£7 an hour on a Sunday, SEVEN POUNDS. I was nearly sick in my mouth! I miss it too, especially as Sndays would have made us rich. Does anyone we knew still work there? ----- ----- I do often think about Maureen, I hope she is well. And I hope you are well my friend! Do you still go out in Farnham and stuff? ----- ----- LOVES xxxoxoxo",-1
380,OMG your birthday is comng up! What're you guys gonna do to celebrate?,1
381,Yea the wedding and everything went really great. I hope the best for you three. I cant wait for my new life to start even tho it has already. lol I hope alleria is doin ok. I know i spelled her name wrong you will just have to tell me how to. Ttyl,1
382,haha yeah i cut 6 inches off... it feels SO much better though! hows everything going?xoxox,1
383,"have a listen to my new profile song, fan bloody tastic!!",-1
384,what's up hammond? how's life treating you brother?,1
385,"HEY MA SEXY BABY CAKES...LOL...IM PLAYIN BUT ANYWASY IM JUSS SHOWIN YA PAGE SOME LOVE AND I JUST POPED YA MYSPACE.CHERRY....LOL...WELL IM FINNA CALL YEW IN A MIN..SO I CAN TALK TO YEW BOUT WAT I SUPPOSAH YESTERDAY.. :).. ----- ----- LOVESZ YA, ----- ATAVIA",1
386,"hey, I think I just saw you...weird... ----- umm..I like your background! who ever helped you with your page is pretty cool. ----- :)",1
387,"4 real though, we haven't talked in a long time!",1
388,its come natural. no trying involved! ----- lol,1
389,Whhey Up Gawgus!!!! ----- ----- Must Meet up Soon! ----- ----- Hows You? ----- ----- Wubu2?? ----- ----- Love You Loads! xxxxxxxxxxx,1
390,Happy early birthday! Love your bargain alerts!,1
391,That sounds Perve-like...,1
392,"CONGRATS!!!! I'M SO HAPPY FOR YOU GUYS, BUT NOW YOU CAN'T RIDE THE BULL!!!",1
393,"i like ur page,u movin up in myspace ----- ----- <-JUICE->",1
394,thank you aaron! and i did have a good time. oh and u already know what i want...didnt we talk about this before ;),1
395,"Anna, you need a computer woman!!! Go hit up rent a center or something :)",1
396,"darlin', i'm gonna buttah yo bread.",1
397,That was super sweet!,1
398,Hey!!! Happy Birthday!!!!!!! hope you have a great day!,1
399,hey luke how u been???...i like ur headline...lol...thats real,1
400,Hey where do I kno u 4rm?,1
401,"hey girl how have u been,i miss ya happy birthday!!!!!!!!!!!!!!",1
402,"Hey Josh! I sure hope you are doing well up there in Jacksonville. Don't be a stranger, alright?",1
403,"cherrybomb was asking if she could come visit you, she was out this weekend and wanted to stop by to say hey. i told her we'll have to give you a call next time she's out here so we're not invading!",1
404,"HEY girl, how have you been? Are you still getting married? When? Sorry I'm hardley ever on here my computer is too slow,I hope everything is good for you! Where are you working now?",1
405,like hows it going what new,1
406,hey chris. whats been going on. no alot on my end. just tryin to take things one day at a time. well get up with me sometime.,1
407,Hey whats up? How is everything up your way?,1
408,hey chick whts good? yeaaa tht movie was brokke and when i came to findlay i really didn't except to check ma myspace lol so i didn't kno bout the football game or ne thing til i got home well yea i dunno when ill b up again so yea hit me back im out ~1~katie aka real,-1
409,"I know we do not really know each other that well, and I really shouldn't be asking you this, I feel shy, but I want it so bad, don't get me wrong it's just that I haven't had it for a long time. I could already feel it going in so hard and coming out so soft and wet. No one has to know about this. I need it. I'm desperate, but your help can be very grateful you must think I have a lot of nerve asking you for this, but I can feel my tongue around it sucking all the juice out until there's no more left, this has been on my mind all day long and I hope I'm not being forward, I'm usually not like this, but .......can I have a piece of gum???LoL",-1
410,YO WUT UP JUST RETURNIN THE LOVE LATER! ----- ----- -MR. LAZY-,1
411,JOHN BABY;; I LOVE YOU =D ----- ----- i deff. can not wait till ----- ----- we get to hang out again ----- ----- like old times =]] ----- ----- remember that ill always ----- ----- be here for you no matter what ----- ----- cause you mean the world to me ----- ----- ----- ----- ? ----- ----- Sammy -----,1
