ID,Text,trinary result,source
267,"   J, you are right... it hurts.",-1,Twiiter_dataSet_Sentiment140
268,"   kinda but not really, but kinda ",0,Twiiter_dataSet_Sentiment140
269,"   let's have a moment of silence for our childhood homes... sadly, it can't be replaced and we can never go back",-1,Twiiter_dataSet_Sentiment140
270,   lol all these #robotpickuplines are hilarious ,1,Twiiter_dataSet_Sentiment140
271,"   man, oh man     (i should punch myself in the head, but im ok with that)",0,Twiiter_dataSet_Sentiment140
272,"   my friends can get with ur friends and we can all b friends, shit, we could do this every weeknd.. Aiigght?  with coop n the crew",-1,Twiiter_dataSet_Sentiment140
273,"   No man is worth your tears, and the one that is won't make you cry!",-1,Twiiter_dataSet_Sentiment140
274,   rain rain go away!,1,Twiiter_dataSet_Sentiment140
275,   storms are scary!,-1,Twiiter_dataSet_Sentiment140
276,   such a beautiful satisfying day of bargain shopping. loves it.,1,Twiiter_dataSet_Sentiment140
277,   Tell those girls your clocking out lol,1,Twiiter_dataSet_Sentiment140
278,   thank god today is friday !!! I love Ti Ti! &lt;3,1,Twiiter_dataSet_Sentiment140
279,   the batt to my internet connection died.  Guess its back to the mobile!,1,Twiiter_dataSet_Sentiment140
280,   thrilled about being at work this morning   ,1,Twiiter_dataSet_Sentiment140
281,   we break dance not hearts by Short Stack is my ringtone.... i LOVE that song!!!.....,1,Twiiter_dataSet_Sentiment140
282,   www.apple.com/iphone now has it for the 18th   ,0,Twiiter_dataSet_Sentiment140
283,  #squarespace #trackle  no apple iphone card for us  maybe tomorrow! I guess it helps if you tweet it huh?  We forgot ,1,Twiiter_dataSet_Sentiment140
284,  (unsure)  (hassle)  (:  (music) http://plurk.com/p/yq08l,0,Twiiter_dataSet_Sentiment140
285,                                           exhausted,-1,Twiiter_dataSet_Sentiment140
286,          i want some ben&amp;jerrys cake batter please ugh,-1,Twiiter_dataSet_Sentiment140
287,          my life is very lazzzzyyyy!!!!!!!            ***********,-1,Twiiter_dataSet_Sentiment140
288,"        wish ella was on or somebody,,,,",0,Twiiter_dataSet_Sentiment140
289,       ish in a good mood .....tlk to me,1,Twiiter_dataSet_Sentiment140
290,      i think i'm going to go 3 a long drive then when i get to the pacific ocean open my car door and throw my pc in the ocean,0,Twiiter_dataSet_Sentiment140
291,      what the hell BBC?,-1,Twiiter_dataSet_Sentiment140
292,     #canucks,0,Twiiter_dataSet_Sentiment140
293,     I dont like this weekend.. Huhuhu ( (,0,Twiiter_dataSet_Sentiment140
294,     I'll get on it right away!,1,Twiiter_dataSet_Sentiment140
295,-     J + A MADE NiCE..... TWiCE!                     for now ;],1,Twiiter_dataSet_Sentiment140
296,     loves life atm!   its brilliant XD,1,Twiiter_dataSet_Sentiment140
297,     who else is in a happy mood?? =D,1,Twiiter_dataSet_Sentiment140
298,    !BYE EVERYONE!   ,1,Twiiter_dataSet_Sentiment140
299,    ...lonely night,-1,Twiiter_dataSet_Sentiment140
300,    blue does not work      ,0,Twiiter_dataSet_Sentiment140
301,    geez I'm feeling their pain,-1,Twiiter_dataSet_Sentiment140
302,    i miss my summertime daley.,-1,Twiiter_dataSet_Sentiment140
303,"    on the computer ... . . . . . . *ill*    lol,       no fuckin goin to portugal        ",-1,Twiiter_dataSet_Sentiment140
304,    SO FAR SO GOOD!,1,Twiiter_dataSet_Sentiment140
305,    TODAY WAS A GREAT DAY!!!,1,Twiiter_dataSet_Sentiment140
306,    UGHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,1,Twiiter_dataSet_Sentiment140
307,   #Battleground,0,Twiiter_dataSet_Sentiment140
308,"   a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot.",0,Twiiter_dataSet_Sentiment140
309,   Awwwwwh  i wanted Aiden Davis 2 WIN  i &lt;3 him so bummed he didnt ,0,Twiiter_dataSet_Sentiment140
310,   Curtain drops at the Crown Uptown after 32 ye http://www.kansas.com/news/featured/story/860875.html,0,Twiiter_dataSet_Sentiment140
311,   eh  must leave New Mexico and soon!,1,Twiiter_dataSet_Sentiment140
312,   fail maths  i knew it i was just too slow ,-1,Twiiter_dataSet_Sentiment140
313,"   From Gongwer OH Report, sounds like leadership still considering library cuts, not considering tax increases. #saveohiolibraries",-1,Twiiter_dataSet_Sentiment140
314,   fuck sake. Why can things never work out for me?,-1,Twiiter_dataSet_Sentiment140
315,"-   going in town todaÑ‡ with mÑ‡ cousinnn, [Ñ‡]     netball match was cancelledd ",-1,Twiiter_dataSet_Sentiment140
316,   hoping to see my baby girl,1,Twiiter_dataSet_Sentiment140
317,   i don't even know.,0,Twiiter_dataSet_Sentiment140
318,   I just lost a member of my family ,0,Twiiter_dataSet_Sentiment140
319,   I'm SICK of bedtime battles   ,-1,Twiiter_dataSet_Sentiment140
320,   i'm so cold this morning......       i have chills all over.....   ,-1,Twiiter_dataSet_Sentiment140
321,   Just... ,0,Twiiter_dataSet_Sentiment140
322,   No no no. Tonight goes on the books as the worst SYTYCD results show.,-1,Twiiter_dataSet_Sentiment140
323,   no shopping   ,0,Twiiter_dataSet_Sentiment140
324,"  - Poor lil mousey, just out enjoying the sunny day. I don't think I'd feel so bad if it was a big gnarly rat though. Dbl standard? Yep.",1,Twiiter_dataSet_Sentiment140
325,  -- that's an EPIC sad face.,-1,Twiiter_dataSet_Sentiment140
326,   This magazine story just broke my heart at the dentist's office today:  http://tinyurl.com/ngbq2c,-1,Twiiter_dataSet_Sentiment140
327,   Tiger Woods is up by 2at 18 via http://nascar.com/racebuddy,0,Twiiter_dataSet_Sentiment140
328,   wanna go meet wifey but can't....  this sux   :'(,-1,Twiiter_dataSet_Sentiment140
329,   Wondering why I feel like I do...I'll feel better though...Its all good! I'll be happy inspite of...Tweet ya lata ,1,Twiiter_dataSet_Sentiment140
330,"   yippeeeee yay lets gather in the hay...HIS LOVE FOUND IT'S WAY+ boy,it's Gonna STAY added 2 the Master's HOLY WAY: ALL HIS WILL+WAY",1,Twiiter_dataSet_Sentiment140
331,  #IranElection - no one realizes how deep this goes.,0,Twiiter_dataSet_Sentiment140
332,  &gt;. Bodies from Air France crash have been found  http://twurl.nl/dvu8be (via @Paisano ),0,Twiiter_dataSet_Sentiment140
333,"  &lt; that is the story of my life, a whole bunch of frownies!",-1,Twiiter_dataSet_Sentiment140
334,               I HAVE NOOOOOOOOOO FRIENDS ON TWITTER IT MAKES ME SAD WILL SOMEONE FOLLOW ME      ,-1,Twiiter_dataSet_Sentiment140
335,             i just want to hear from you. i guess that's asking too much..,0,Twiiter_dataSet_Sentiment140
336,       Hardest working chica i know( mii boss lady) @MoneyAceweather (look up to her seriously) lOl,1,Twiiter_dataSet_Sentiment140
337,       i really2 don't like this condition. sucksssssss,-1,Twiiter_dataSet_Sentiment140
338,"       Orlando Lost  The Series. Oh Well, Maybe Phoenix, Or Boston, Or Cleveland (The Teams I Like) Will Make It Next Year!",1,Twiiter_dataSet_Sentiment140
339,      rinitis sucks!!!!!,-1,Twiiter_dataSet_Sentiment140
340,      thanks for being the bestttttttttttttttttttt J-dawg,1,Twiiter_dataSet_Sentiment140
341,     &gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.,-1,Twiiter_dataSet_Sentiment140
342,     &lt;- but mustache man is not that desperate,-1,Twiiter_dataSet_Sentiment140
343,     &lt;--------- my face because i'm missing zoro tonight.,0,Twiiter_dataSet_Sentiment140
344,     @riceuniversiity I know huh @Kouture85 Im bout to cry@Ahmier thanks Marco! *muah*,1,Twiiter_dataSet_Sentiment140
345,     angry,-1,Twiiter_dataSet_Sentiment140
346,     praise God for this beautiful day!!!     ,1,Twiiter_dataSet_Sentiment140
347,     sry matt 2 hear that (,0,Twiiter_dataSet_Sentiment140
348,     what the fucccckkkkkkkkkk,1,Twiiter_dataSet_Sentiment140
349,    Bye World!!!!!!,1,Twiiter_dataSet_Sentiment140
350,    i couldnt even have one fairytale night,0,Twiiter_dataSet_Sentiment140
351,    I'll be working when Pottercast/Lupins/Willows come near me.  FAIL.,-1,Twiiter_dataSet_Sentiment140
352,"    My cell phone screen is dead.  Sooooooooooo, no texts and I don't know who's calling.  Fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck",-1,Twiiter_dataSet_Sentiment140
353,"    NO MORE SICKNESS. strike i say STRIKE! ohhhh well, 'nother day off school i guess",-1,Twiiter_dataSet_Sentiment140
354,    Nobody likes Year One in the reviews I've read. I'm disappointed. But maybe now I'll like it more since I'm not expecting much..,1,Twiiter_dataSet_Sentiment140
355,   (must i say more?),0,Twiiter_dataSet_Sentiment140
356,   *old me's dead and gone*,-1,Twiiter_dataSet_Sentiment140
357,   ... have to go now ??? 13 more minutes   ... please please please,1,Twiiter_dataSet_Sentiment140
358,   @Lakers!! I love you guyssss! Those rings.. Mmmyeahh! Bling blingg,1,Twiiter_dataSet_Sentiment140
359,   @PERFEKTnCHANCE (Chance) is Boo #29,0,Twiiter_dataSet_Sentiment140
360,   @Standing_Stones  Thank you very much for the DVD suggestion!  Very nice of you!  Looks good.,1,Twiiter_dataSet_Sentiment140
361,   awwwww i really hate this.,-1,Twiiter_dataSet_Sentiment140
362,   bad day.,-1,Twiiter_dataSet_Sentiment140
363,   bad day.....damn you @311. What kind of ticket sale was that.....,-1,Twiiter_dataSet_Sentiment140
364,   Boston Globe could be shut down in 60 days http://sbne.ws/r/vWc,0,Twiiter_dataSet_Sentiment140
365,   bye guys!!!! i'ma miss ya'll sooo sooo much! but don't worry i'll be back on monday!!! have an awesome weekend!!! peace!!!!,1,Twiiter_dataSet_Sentiment140
366,   can i have some followers :' ( ... i'm so sad...    NOW THAT I'M LOSING HOPE -pressure,-1,Twiiter_dataSet_Sentiment140
367,   Couldn't bless'd da mic w/ my bra's in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk,0,Twiiter_dataSet_Sentiment140
368,   CRY CRY CRY   ,-1,Twiiter_dataSet_Sentiment140
369,   F**kn day...,0,Twiiter_dataSet_Sentiment140
370,   Goodnight   ,0,Twiiter_dataSet_Sentiment140
371,   grandma is very sick. not doing well. going to the emergency room.,-1,Twiiter_dataSet_Sentiment140
372,   had a WONDERFUL day  G_D is GRRRRRRRRREAT!!!!!     ,1,Twiiter_dataSet_Sentiment140
373,   I am going to shed tears if the Cavs have to go home tonight. Like seriously,-1,Twiiter_dataSet_Sentiment140
374,   i am soooo sad...at this point of night i'd be cuddling with jonathan like i did for 4 years,-1,Twiiter_dataSet_Sentiment140
375,   I hate you forever.,-1,Twiiter_dataSet_Sentiment140
376,   I have passed 70-542 exam today   ,0,Twiiter_dataSet_Sentiment140
377,   i missed it,-1,Twiiter_dataSet_Sentiment140
378,   i still Feel like a Douchebag,1,Twiiter_dataSet_Sentiment140
379,   I want to write a song. I think I will.,0,Twiiter_dataSet_Sentiment140
380,- @serialseb Always thought time estimates should use 'value of Pi rule' (x 3.14). Only exception being 'Pi squared rule'. ,1,Twiiter_dataSet_Sentiment140
381, @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS,0,Twiiter_dataSet_Sentiment140
382,"- @SlashHudson you tease, i wanna hear the tracks!! ",-1,Twiiter_dataSet_Sentiment140
383, @sommacolada never answering my im's,0,Twiiter_dataSet_Sentiment140
384, @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces,-1,Twiiter_dataSet_Sentiment140
385, @squarespace it's now fathers day and you haven't picked me...yet. I kind of want to incessantly bother you...#squarespace,-1,Twiiter_dataSet_Sentiment140
386, @SRenaeNae... What is 'FML',0,Twiiter_dataSet_Sentiment140
387, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---... â™« http://blip.fm/~7qdf0,1,Twiiter_dataSet_Sentiment140
388, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H,0,Twiiter_dataSet_Sentiment140
389, @THEDIAMONDCOACH  Im sure he'd love that LOL,1,Twiiter_dataSet_Sentiment140
390, @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm,1,Twiiter_dataSet_Sentiment140
391, @TheIanCrawford is no longer in the Cab. To say I'm heartbroken is an understatement... good luck with everything! you're amazing ian.,-1,Twiiter_dataSet_Sentiment140
392, @va_songstress broke my twitter..,-1,Twiiter_dataSet_Sentiment140
393, @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn't atm. a tech conference is a conf etc,0,Twiiter_dataSet_Sentiment140
394," @weselec My avatar can't figure out what you people are, either. http://tr.im/jj70",0,Twiiter_dataSet_Sentiment140
395, @xxkirahxx is fulfilling my life's ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! Why me?,1,Twiiter_dataSet_Sentiment140
396," @yhf What happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l",-1,Twiiter_dataSet_Sentiment140
397, @zochula just yelled at me for picking apple store over food.,0,Twiiter_dataSet_Sentiment140
398, @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk,0,Twiiter_dataSet_Sentiment140
399, =&gt; How not to exit a Cessna 206 #skydiving http://bit.ly/16ZZJ7,-1,Twiiter_dataSet_Sentiment140
400, 1 of me cats kittens died only 3 days old too..RIP ming.,-1,Twiiter_dataSet_Sentiment140
401, 1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb,0,Twiiter_dataSet_Sentiment140
402,"- 20 chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. ",-1,Twiiter_dataSet_Sentiment140
403, 3 hrs on da phone...lol dude is hilarious,1,Twiiter_dataSet_Sentiment140
404,- 400th tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish ,1,Twiiter_dataSet_Sentiment140
405, 5 gb of video to upload to utube :O dam sony vegas making it so big ,-1,Twiiter_dataSet_Sentiment140
406, 50% of the new footwear labeling norm is definitions that are never referred to in the document. Who wrote this up?,0,Twiiter_dataSet_Sentiment140
407, a big angry spider was crawling in my blankeys  i flicked it to the floor and cant sleep now,-1,Twiiter_dataSet_Sentiment140
408, A blessed sunday everyone!,1,Twiiter_dataSet_Sentiment140
409,#NAME?,-1,Twiiter_dataSet_Sentiment140
410, A dog riding the bicycle http://bit.ly/gvMzD,0,Twiiter_dataSet_Sentiment140
411," a fly just landed in my green chile stew. i've never been big on killing bugs, but this asshole asked for it. There goes my appetite",-1,Twiiter_dataSet_Sentiment140
412, A problem shared is a buck passed,-1,Twiiter_dataSet_Sentiment140
413, A_ just got the same handshake in her meeting. Vibe here sucks,-1,Twiiter_dataSet_Sentiment140
414, à¸”à¸¹à¹?à¸šà¹„à¸•à¹‹ hitech,0,Twiiter_dataSet_Sentiment140
415,  (Jonah:whats a tweet!?) SHARON!!!!!!!!!!!!,1,Twiiter_dataSet_Sentiment140
416,  alice is beating be at my scooby doo board game!,1,Twiiter_dataSet_Sentiment140
417,  am quite tired can't wait till wwe at burswood &lt;3,-1,Twiiter_dataSet_Sentiment140
418,  anyone have any advice on how to cope with a break up?,0,Twiiter_dataSet_Sentiment140
419,"  arrrrrrrgggggggghhhhhhhh!!!!!!!!!!  that's it, all lines of communications are temporarily suspended! ",-1,Twiiter_dataSet_Sentiment140
420,#NAME?,0,Twiiter_dataSet_Sentiment140
421,  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!,-1,Twiiter_dataSet_Sentiment140
422,  but i understand.,0,Twiiter_dataSet_Sentiment140
423,  cars being inspected today gonna cost me over 600 dollars ,0,Twiiter_dataSet_Sentiment140
424,  e is OUT!,1,Twiiter_dataSet_Sentiment140
425,  everythings wrong.,-1,Twiiter_dataSet_Sentiment140
426,  Exercise 2 build muscle mass is only thing that speeds metabolism: http://tinyurl.com/bvagbj,0,Twiiter_dataSet_Sentiment140
427,  feeling ok for the first time in a few days. thank you!,1,Twiiter_dataSet_Sentiment140
428,"  found a new way to text him, yey!",1,Twiiter_dataSet_Sentiment140
429,  friends dying is just horrible.,-1,Twiiter_dataSet_Sentiment140
430,  going for a paddle 2moz ,0,Twiiter_dataSet_Sentiment140
431,  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.,1,Twiiter_dataSet_Sentiment140
432,  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week... ,1,Twiiter_dataSet_Sentiment140
433,  He was the best there.,1,Twiiter_dataSet_Sentiment140
434,  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL,1,Twiiter_dataSet_Sentiment140
435,  I dont want my sister to leave me for the whole summer!,1,Twiiter_dataSet_Sentiment140
436,  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit,-1,Twiiter_dataSet_Sentiment140
